,fetal_skin_n,fetal_skin_p,fetal_skin_l,organoid_n,organoid_p,organoid_l
8917,RASL10A,0.02574795652397262,0.19746129,LINC00596,0.008949185626940246,2.797655
8918,LINC00943,0.02575281031091018,1.3959074,LINC01016,0.008980392919865892,1.8616545
8919,C21orf62,0.025776026068947577,0.21515909,AC092192.1,0.009033102666916844,1.7658068
8920,ASMT,0.02584989222394351,0.6503048,NLRP8,0.009044364242008402,0.9732843
8921,LINC01346,0.02590095148019818,1.4818026,CLRN1-AS1,0.009065243523498051,0.6709862
8922,HSD17B3,0.025908977231137578,1.0303469,PCSK6-AS1,0.009186230877452623,2.099747
8923,KRTAP4-2,0.026011863295662827,1.9234997,LINC00575,0.0091967666413082,2.8901043
8924,ITGB3,0.02617393986409361,0.16287431,RRS1,0.009234280024294049,0.05947753
8925,NBPF9,0.026230345009102745,0.059480596,C2orf66,0.009265235940861705,0.7852092
8926,ZNF189,0.026626185301582044,0.052283186,PHKA1,0.009329248906926843,0.16483353
8927,RPS6KA2-AS1,0.026668394355769266,14.233982,STK4-AS1,0.009341604281806817,0.70040756
8928,GTPBP10,0.0269097303890939,0.04898183,SLC22A16,0.009455736806998094,0.2008201
8929,LANCL3,0.026914143979794202,0.2068274,E2F7,0.0095626334163931,0.10706875
8930,MEP1A,0.027205992452732856,1.7382243,CFHR3,0.009624721232728478,0.99236065
8931,ZC3H7B,0.027403879302025105,0.040247712,MEIS1-AS2,0.009738216644614708,0.20192134
8932,PRR5-ARHGAP8,0.02753045391467014,0.82697207,ANKRD34B,0.009757701738251598,0.4923526
8933,NSF,0.02753356054545027,0.040111575,SPOCD1,0.009877963906770912,0.34216866
8934,TXNDC12-AS1,0.02754247855205384,14.46728,AGXT2,0.00995247255329869,1.4920169
8935,FAM74A7,0.02777280865390557,15.223625,LPO,0.009963134627676,0.70161057
8936,AC093639.1,0.027784239587220722,14.706359,SMYD3,0.010037642772702771,0.03988988
8937,PLET1,0.027795768070831114,14.79207,RS1,0.010074370603912747,2.5210114
8938,FMO5,0.027806021792155383,0.13706732,ZNF362,0.0101223225646097,0.04626722
8939,IFIT3,0.027809793913036455,0.048897248,TGFB2-AS1,0.010145167386208739,0.4482627
8940,GDNF,0.027835648681066666,0.10055698,IL22RA1,0.010157369394964871,0.33463737
8941,C10orf71,0.027869235386838796,0.46759385,PTCHD1-AS,0.010159448958703363,0.738663
8942,PAX4,0.027979010551627444,14.44416,RPGR,0.010166079515176221,0.059555463
8943,CPXCR1,0.027992670468459768,2.9997306,LINC01603,0.010177831053657356,2.5680265
8944,PLA2G12A,0.028115350770951293,0.030645577,FAM155B,0.010190571609851446,0.65009683
8945,GAGE2A,0.028296642243471337,14.034894,TMPRSS12,0.010344948474686338,1.2811027
8946,ERVV-1,0.0284643236337002,14.404312,CHCHD5,0.010518830454096215,0.025011685
8947,POLR2J2,0.028514569329268217,0.092562586,LINGO1-AS1,0.010540964893766292,1.085716
8948,MCCC1,0.028520043428500005,0.04396548,LINC00678,0.010563755499018347,2.27989
8949,FOXRED2,0.028660687740446975,0.05604933,PTGES2,0.010625897280864249,0.035707727
8950,PGM2,0.028669464656387405,0.04051133,GLIS3-AS1,0.01066121910818596,0.96708673
8951,LINC01271,0.028717967313337884,1.9949291,NALCN-AS1,0.010803640393603228,1.5108845
8952,DLGAP1-AS3,0.02886093064415408,1.0374403,ARSD-AS1,0.010974756143066295,0.9299004
8953,KRTAP13-4,0.028937153341694465,0.7712515,NARFL,0.011020743718285483,0.053806722
8954,IRS4,0.029075256052730213,0.37601125,SLC39A11,0.011089251215390797,0.067399845
8955,KIRREL3-AS1,0.02915001197454303,1.5115136,LINC01460,0.011121287725196235,0.48607796
8956,DPY19L3,0.02922073427569829,0.0447912,USP42,0.011152591449561494,0.049721416
8957,TRIM72,0.029239137049375977,0.16895284,PPM1K,0.011254620474845543,0.03679251
8958,SLC17A2,0.029403859053319912,14.560521,RBMXL2,0.011450466225124505,1.5468879
8959,AC083864.4,0.029414127132664898,14.1078,LINC00559,0.011472353341795588,2.3690102
8960,NKX2-6,0.029572819944634014,14.54917,EEF1D,0.011602163400047383,0.010293424
8961,CAGE1,0.029583031643590094,0.30202657,RNF182,0.01160775466279995,0.21483414
8962,IGKV1OR2-108,0.02976024187973623,14.584651,TMEM235,0.011714280546256292,1.8380079
8963,CCNB3,0.03000075198831287,0.364213,RRM1,0.011741466661575497,0.035602883
8964,KRTAP7-1,0.03031291910115428,14.427791,B3GLCT,0.011794670800793937,0.063714854
8965,LINC01626,0.030332528438262833,15.258852,INSM2,0.011815511730321856,0.9655909
8966,AC073257.2,0.030433021386759084,1.9914387,LINC01432,0.011884967401690875,1.6965032
8967,ANKRD34C-AS1,0.03049363717462278,14.542742,AC008991.1,0.011957794894380272,1.7415247
8968,LINC01254,0.03072015635576176,0.40936044,LINC01483,0.012031149348262013,0.45426682
8969,NUS1,0.03080899259539695,0.034948163,RAD54B,0.012126591856140217,0.095029294
8970,ZC3HAV1L,0.030842895449336157,0.06458921,UCHL3,0.012149384302393356,0.036039785
8971,EYS,0.031154695369063026,0.21294335,PRAME,0.012281103346639627,0.69366074
8972,CCDC185,0.03133272362836793,14.741291,ABHD6,0.012281402722344275,0.098987885
8973,MIR194-2HG,0.031342246913834096,0.16939469,METTL1,0.012373111170371974,0.05292431
8974,SENP3-EIF4A1,0.03148150563981831,1.8962913,PPP1R14D,0.012527135355478022,2.2929482
8975,SNRPD3,0.03176251909117854,0.014631768,FAM219B,0.012548552400548722,0.04115177
8976,LINC01123,0.03194488206587204,0.68764853,BACH1-IT2,0.012674679207869261,0.47159627
8977,IGLCOR22-1,0.03219538538649258,1.7107623,PPEF2,0.012724911565220374,0.9903397
8978,LINC00534,0.0325779129404498,1.9618989,RGPD4,0.01280870144996513,0.33464953
8979,LINC01581,0.0327053593532219,1.6257269,BOK,0.012842507104264525,0.06524457
8980,ISM1-AS1,0.03271762858525789,0.55655426,PI4K2B,0.012981125111271388,0.081859194
8981,GPR33,0.03272876269674497,14.447718,CLRN1,0.012990433299252157,1.635382
8982,AF131215.6,0.032857063230024894,14.669427,XIAP-AS1,0.013010378543439944,1.4884245
8983,MMP26,0.03304305443128195,14.43178,MYO19,0.013036628125225727,0.057574347
8984,LINC01169,0.03313462581841782,1.6175137,CTNND1,0.0130885105526757,0.028998226
8985,OSBPL11,0.03329993616518086,0.049190775,NUDT5,0.013303276687004172,0.025834654
8986,CRISP1,0.03349901218194459,14.161168,PEX10,0.013335396930211125,0.0428539
8987,TRBV7-5,0.03350908979264542,4.7952313,SMIM24,0.013580656610991164,0.18312375
8988,GDPGP1,0.03351036345996812,0.13843271,CHRNA9,0.013609737011960136,1.4257792
8989,USP30,0.03359599030157374,0.057894886,ACAD10,0.013734045066119149,0.07211304
8990,CASC18,0.03385425944816623,0.664681,LINC00927,0.013779273940125222,2.7035224
8991,AC005150.1,0.03403351136573656,14.862492,POLR3K,0.013802438589418726,0.040566985
8992,SUCLG2-AS1,0.034156082524706206,0.1432664,PAQR5,0.014140710892203286,0.18014805
8993,GP6,0.034555770087676095,0.32752278,PROB1,0.014146644588391589,0.322357
8994,TRIM3,0.034626399108288214,0.061506487,ZNF562,0.014191046276349912,0.051908635
8995,DNA2,0.03515050420796463,0.082733765,MCM9,0.014226115388146093,0.09292084
8996,C19orf57,0.03544497401311801,0.106011555,TAS2R50,0.014353482010178482,1.1478429
8997,RGPD6,0.03554953869210866,0.75976896,SYNJ2,0.014585412008829401,0.06855586
8998,DLG1-AS1,0.035768425164138806,0.7445789,LINC01299,0.014627252810683977,0.99352264
8999,TLN2,0.035947195771841474,0.034489725,TM4SF20,0.014679404455041142,1.1603487
9000,KRTAP10-4,0.03628080262149583,3.88225,SERPINA10,0.014682216024857683,2.3446288
9001,TRGV6,0.0364579742294846,14.577033,TRPC5,0.014722151920872067,0.6276588
9002,CCDC140,0.03672686800029256,0.2022132,FLNB-AS1,0.014822771697746397,0.7877142
9003,NHS-AS1,0.03746985042240206,1.392995,LINC00485,0.014927722940334075,1.8607416
9004,SETD1B,0.037536151774301536,0.060644694,TNP1,0.015059761774939177,2.3051426
9005,CNGA3,0.03778760509313695,0.7498302,DHPS,0.015372708447146288,0.024807878
9006,OR52K2,0.03793739289803474,14.683134,PCNA,0.015409788597665414,0.030318892
9007,TUBGCP3,0.038076716381510146,0.04001109,PMPCA,0.015456675468354296,0.03136953
9008,LDLRAD4-AS1,0.03814942005586925,0.71525794,STOML1,0.015492339418248674,0.046580438
9009,SBK3,0.038357079250759624,14.706821,ATOH1,0.015510990073978088,0.91223055
9010,FAM225A,0.038625892917339755,1.279189,LINC01602,0.015731887923690433,1.623278
9011,LRGUK,0.038820875817909196,0.29396144,ZNF740,0.015735839065453606,0.07034015
9012,DFFB,0.03894167632933663,0.08762542,LINC01574,0.015752879684780386,0.7255395
9013,HIST2H3A,0.03940368874135558,14.221019,SPIN4-AS1,0.015815521837427363,2.4790146
9014,IGHV7-34-1,0.03942049785851084,15.444121,C1QTNF3-AMACR,0.0159637170059222,1.0948355
9015,PSG1,0.03961129158463045,14.716561,NT5C1B,0.016022517582929736,1.8376935
9016,ALS2CR12,0.04015646832259941,0.3409692,KCNE2,0.016117838817005275,0.5506408
9017,ZBTB3,0.04020159428886252,0.098139994,SNX14,0.016252690931680323,0.038331028
9018,IGKV1D-13,0.04024656221066754,16.57664,COL4A6,0.016430690351499754,0.08822279
9019,DHRS7C,0.04090561800381925,0.62677974,GCM1,0.01643412421662065,2.7522023
9020,PIK3IP1-AS1,0.04096953378956647,0.56740516,MRPL23-AS1,0.016530653455397844,1.0496
9021,XPR1,0.040990116678040346,0.04837799,PLS1,0.01658286578735825,0.2340027
9022,KLHL9,0.041098871069049206,0.029600512,TELO2,0.01659698182195637,0.039724447
9023,AC023590.1,0.041351769222662475,0.13031372,HS6ST2-AS1,0.01664416178282209,3.3264081
9024,DOCK4-AS1,0.04146301949166297,0.8466281,LINC01412,0.017104077739065346,0.14277561
9025,ACTL10,0.04158220988682976,0.18326867,TMEM56-RWDD3,0.017147307945267868,0.3187103
9026,BFSP2-AS1,0.041690614371247964,1.1884646,LGSN,0.01720881841486975,2.2695794
9027,TLE6,0.041912389144126996,0.25010785,ZNF616,0.017217010001688186,0.07006683
9028,LINC01267,0.041981179258009337,2.8808682,AC007879.3,0.017256541614800263,1.6206366
9029,SPDYE6,0.04234684676421722,2.3823535,UBXN2B,0.017641021837907712,0.059465863
9030,RNFT2,0.042691305873243046,0.13616264,CAAP1,0.017841461271806205,0.04282533
9031,SLC30A8,0.04336290961317824,0.80932575,AC012593.1,0.017843846975657694,1.258804
9032,FAM181A-AS1,0.043870312619441264,1.066303,SEC14L3,0.01796839568174345,1.6074597
9033,FAM181A,0.044065808848634806,0.3231854,DUS2,0.0180568984057071,0.07078058
9034,GDF2,0.04431533430528361,15.398571,WDR87,0.018349290917880304,1.5632029
9035,TMPRSS6,0.0444435679644266,0.34863263,LINC01285,0.018533030218599023,0.27279735
9036,COL18A1-AS1,0.04461567529092802,1.5323411,YIPF7,0.018550210981318004,0.4578664
9037,SPP2,0.04498476029361092,0.79368144,DCAF6,0.0185627251476971,0.035176214
9038,FAM156B,0.045904636649523795,0.83124024,GSDMB,0.018605514015420255,0.12177587
9039,AC099344.3,0.046240625818314854,14.295979,ALKBH8,0.019112324217415155,0.07915164
9040,CACNA2D3,0.046346263673113924,0.069294475,B4GALT1,0.01913296703026497,0.030196559
9041,AC067969.1,0.0463486866197652,14.3283,DLGAP1-AS5,0.01923685401091495,1.1172769
9042,NXPE1,0.046617743896695714,1.7087117,ANKRD7,0.01931213635208088,0.2276884
9043,UGT2B11,0.04665287974037441,1.5120823,CATSPER3,0.019384981802761346,0.36969364
9044,C16orf90,0.04665288989188381,2.1840036,COL5A1-AS1,0.019431208208628804,1.8188902
9045,DIRC3-AS1,0.04691934118155237,0.74332476,CPNE7,0.019457637967368168,0.2874998
9046,LINC01468,0.04719157606326923,1.3333268,LDHAL6A,0.01959963724161878,0.7364931
9047,PPAN-P2RY11,0.04756108471994535,14.362336,TRIM31-AS1,0.01962595299654724,2.7526672
9048,GHRH,0.04764389445055107,0.74789083,ADIPOQ-AS1,0.019677169542047804,2.2234995
9049,LINC01077,0.04766002042620618,2.9867756,RAET1L,0.019701006347591605,0.96608406
9050,CCDC105,0.047858868506195286,1.0897377,NRL,0.019899824736890708,0.1613021
9051,IGKV2-28,0.04795361864088008,14.534453,C5orf30,0.020081790718116273,0.06296825
9052,SORCS3-AS1,0.04797994016779159,14.364704,KCND1,0.020168520388495967,0.12848581
9053,EIF2B2,0.04808328010078184,0.028773531,CPSF3,0.020194370019972697,0.039450873
9054,SKA2,0.049014647736242874,0.021823332,PTH,0.02044305804571352,2.4719427
9055,TMEM247,0.04902150818080822,14.3814,ZNF846,0.02053383032110588,0.061429515
9056,RNF151,0.049829375038603345,1.063405,MKNK1-AS1,0.020858690538319,1.1347836
9057,SCN8A,0.04989551600689838,0.07155981,ZBTB11-AS1,0.020967680565841397,0.090418786
9058,ARMC2-AS1,0.05002190888300052,14.728961,UNC5A,0.02115708626979348,0.48988113
9059,LINC01447,0.050134003964131445,0.74527514,CES5A,0.021202294611440842,2.506228
9060,AC023128.1,0.050353943342007254,14.1412115,CATSPERB,0.021366673217872834,0.861957
9061,AC140912.1,0.05037295243958225,0.1595455,ZNF385C,0.021450064271743098,0.12735628
9062,AC012462.1,0.050507332922330526,14.407055,LINC01322,0.021450502730930437,0.6627194
9063,LSMEM2,0.050759977753649946,0.2819177,FGF17,0.02162825470757106,0.4881674
9064,TDRD15,0.050971644760852974,0.7428506,MEG8,0.0217032778082481,0.09795192
9065,QPCTL,0.051021642916675485,0.10254267,ZBTB20-AS1,0.021752044004550896,0.80403244
9066,RUVBL1,0.051329132087792204,0.026526254,ASB18,0.021844667696886318,1.0112648
9067,GOT1L1,0.05148170955788755,1.983012,GAPDHS,0.021954910812191697,0.36411878
9068,IGKV6D-21,0.05189036278730673,4.2114034,ANKRD36B,0.022124241693933,0.049480908
9069,HUNK,0.05238291122617419,0.04829639,DLG3-AS1,0.022167237140354127,1.39346
9070,RASAL2-AS1,0.05241731456301966,0.20939119,SLC27A2,0.022205605203299675,0.2226676
9071,TAS2R1,0.05243857127657145,0.8729808,C6orf10,0.022375313734592846,1.5728141
9072,PQBP1,0.052523012310959426,0.01829372,OC90,0.02249816568628352,2.3481743
9073,TSEN2,0.052669493888218136,0.04650768,GNPDA2,0.02264771298826093,0.033471826
9074,AC093326.1,0.052726616172111385,13.757755,AC005779.2,0.02267281890262245,1.5360601
9075,LINC00533,0.05302592347722044,14.445705,MBNL1-AS1,0.02271207003502927,0.10613713
9076,OR10V1,0.05314172318772296,14.763167,LINC01072,0.022780165456515625,3.4034326
9077,ENPP7,0.053252820248530654,14.0061035,HHLA1,0.023046816756299972,1.3964025
9078,MYHAS,0.05347351574367975,1.7951982,NEFH,0.023140304371797923,0.06096611
9079,CTAG2,0.053551549518438206,14.662781,HOTTIP,0.0232241323214262,1.1000055
9080,LINC00563,0.053557210001568635,1.7684366,TEX43,0.02339364681695042,1.7411782
9081,LINC01332,0.05368610803549118,2.1063592,PBOV1,0.02345220904345046,1.0439007
9082,F8A3,0.05368947501166272,0.23937018,CASK-AS1,0.023796301749397775,1.6045302
9083,MUC6,0.05414626329759943,0.7629134,FAM217A,0.023864994679177926,2.4871156
9084,OR52N2,0.05443742411213503,14.91223,SAPCD1-AS1,0.023925447114355892,0.62860286
9085,LINC01621,0.05451319210938512,0.37347165,IFIH1,0.023968462198717514,0.09574027
9086,ABCG4,0.05470740169311079,0.42088032,ZNF57,0.02400608218827184,0.09949261
9087,AC144836.1,0.05524445406805697,1.5714114,BPIFB2,0.02408611172293062,2.0111344
9088,IGKV3OR2-268,0.0554564620435591,15.400838,SMPDL3B,0.024095253285001398,0.21865316
9089,PSG11,0.05664876306216001,2.326762,HERC6,0.024361960776276746,0.14197497
9090,LINC00029,0.05721915173054738,14.153696,RNF133,0.0244750599337746,1.5435375
9091,MERTK,0.0572561759942792,0.05300295,LINC01307,0.024493519970445427,1.9872429
9092,EGFLAM-AS1,0.057278240303691545,1.2700372,AMY2B,0.02449695101654753,0.17263873
9093,KRTAP4-7,0.057327589601736735,1.6222235,SLC25A26,0.024502165456609496,0.030837044
9094,NBPF4,0.057367670602261917,14.048426,AMY2A,0.024615162780868446,0.8448409
9095,IGKV2-18,0.05760265084068995,14.97873,MEIS1-AS3,0.02472232335015484,1.2376647
9096,ATG5,0.05779980802221533,0.025493164,TMC5,0.024753226645611914,0.34493303
9097,PAGE1,0.05790588529799951,2.4101791,PINK1-AS,0.02477276322830555,0.18952876
9098,INTS8,0.058058956155639795,0.03284774,SYP-AS1,0.024790483958316185,1.4705669
9099,ZNF75D,0.05806095884251885,0.06700654,LYZL4,0.02481204012596869,1.8960137
9100,OGT,0.05810918802806208,0.023634782,CLSTN2-AS1,0.024858157890759704,2.4741287
9101,PRR23B,0.05831912937847161,14.374244,UBE2E2-AS1,0.024915647580202278,0.51261073
9102,FAM47C,0.058564699528722675,13.745015,CACNG3,0.025092738657158088,1.6389272
9103,OPN1MW,0.05899240419095718,14.777328,THRSP,0.025148763783451534,0.41593912
9104,TRBV7-1,0.05907348276762768,14.677261,MCM8-AS1,0.02518054210067271,1.5124141
9105,NUDCD2,0.05940563717993085,0.018467247,ACOX1,0.025397429931736538,0.039757006
9106,CATIP-AS2,0.060034090571007066,2.50036,FAM87A,0.02560258732136231,1.1278752
9107,LINC01375,0.06033073660602169,14.720415,SRMS,0.025737583671717756,2.6274827
9108,MFSD6L,0.06075576238103427,0.5228175,CTNNA2,0.02591799968446763,0.22131144
9109,LINC01324,0.06129027187871806,1.8151158,CNDP1,0.026015253070050006,0.4113024
9110,AMIGO1,0.06133851242683127,0.12346771,KDM4C,0.02602427473638926,0.05523996
9111,SLC24A2,0.061649264005262196,0.34178907,KCNMA1-AS3,0.026064853326138972,1.339787
9112,MSGN1,0.062278444293302156,1.8749105,LINC00566,0.0261542464945827,2.22146
9113,CLMN,0.06228425011931956,0.06101614,SLC27A1,0.026488356779529296,0.044006776
9114,LINC00701,0.0627296810315403,14.397322,LINC01388,0.026526611822924838,1.6433605
9115,RABL3,0.06278613004783373,0.04331598,NR5A2,0.026617848254447362,0.22005777
9116,C21orf91-OT1,0.06329513104405106,1.6319735,LINC00707,0.02716474267093069,1.2255853
9117,AC079154.1,0.06362160907142629,1.5074373,HAND2,0.02720082421988167,0.08464907
9118,RXRB,0.06378776390591999,0.029580543,MYADML2,0.027531124230505858,1.7240582
9119,FIGLA,0.06379129844183841,1.1605037,MAEA,0.027698726315127622,0.028417654
9120,FRGCA,0.06388061574044207,1.4295689,ZNF606,0.027983174617270595,0.05903096
9121,PROX1-AS1,0.06411981107142625,13.744514,PDZD9,0.028028822248321213,1.2237664
9122,ZZEF1,0.06433285678176753,0.039994422,C2-AS1,0.028168512664489578,0.45404682
9123,GOLGA8S,0.06471007842187519,0.44042113,CYP2B6,0.028706115918108503,2.0308182
9124,BMPER,0.0650296553545519,0.070499964,LINC00445,0.028717826527678392,0.24846631
9125,SLC35B4,0.06524512771580371,0.03776331,GNMT,0.028724259071554792,0.34402797
9126,AL590235.1,0.06559518788245293,14.263054,KRTAP2-2,0.029087918574696385,6.4426303
9127,LINC00297,0.06572064695648812,14.223605,PKNOX1,0.02913392523224237,0.03985471
9128,DRD1,0.06575536563086401,0.37390515,RHBDD3,0.02956215353191153,0.039912105
9129,TECTB,0.06581383998099616,1.3863204,KLHDC10,0.029785595930675535,0.030017503
9130,IGHE,0.06593010344516927,14.35284,AMY1B,0.030077257184952005,2.198181
9131,GPR75-ASB3,0.06608316538630288,1.0568695,CCNT2-AS1,0.030161302166519632,0.12347064
9132,MIOS,0.06624022839308176,0.0389516,IQCA1-AS1,0.030163001507300922,2.4721527
9133,FBXO41,0.06647626881829742,0.13307682,FANCB,0.030203695512868334,0.072200164
9134,ITCH,0.06662468865427355,0.029676285,LRRC2-AS1,0.03031939795743341,0.9011655
9135,RFX2,0.06685930394249713,0.048184153,FOXD4,0.030662368016416718,0.47132847
9136,NUP155,0.06714871792422382,0.03965396,ZNF565,0.030745396889114835,0.06325581
9137,TADA3,0.06715533619508031,0.020155717,LRRC71,0.030787234780398826,0.3577055
9138,PROM1,0.0673555004947613,0.07922156,TSGA13,0.03087322037146549,0.37578368
9139,ZFAT-AS1,0.06781879599828665,1.4063953,ARID3C,0.03107173456929897,1.1762922
9140,TMCO2,0.06871650894264901,0.80818486,IPPK,0.031129856882031664,0.077307925
9141,PIGF,0.07140032405232952,0.024091154,DNAJC10,0.031284100570874544,0.026937237
9142,EMC1,0.0717228981747444,0.030693663,SPAG8,0.03166044294349833,0.113159455
9143,GAB4,0.07213265583954809,2.4450078,ST8SIA6-AS1,0.03170814684582989,0.7159555
9144,KLHDC8A,0.0721380222511503,0.13120987,LINC00407,0.03174844052815145,0.9003018
9145,KCNA2,0.07270839702089657,0.27106863,RNASEL,0.03190818443437556,0.0684783
9146,IL31,0.07352870862293794,14.521001,OSBP2,0.03208824504231671,0.087408274
9147,FRS3,0.07372850403530042,0.09041993,PXMP4,0.03220871823829442,0.0467037
9148,EXTL3,0.07427178954082464,0.044354994,FRG2C,0.032220411636777656,2.4545307
9149,TRAV37,0.07484747297025918,14.436955,GABRR2,0.0323184170552337,0.8155492
9150,ANKRD60,0.07496664699356388,2.4198034,UBOX5-AS1,0.032341841071293106,1.512712
9151,PAPOLB,0.07570751917749376,0.23672155,AC006004.1,0.032342497472133615,1.0804945
9152,USP6,0.07599513521158702,0.11331134,USP3,0.0324186906769582,0.02885134
9153,ANXA8L1,0.07620186881124111,0.21557929,CYP2C8,0.03277829187837531,0.315488
9154,C1orf143,0.07623559840537929,0.43590966,CENPW,0.033414493906768004,0.027478594
9155,ZDHHC1,0.0764029447102548,0.04691067,ODF3,0.03348990773036815,1.5369784
9156,PDXP,0.076894357200476,0.30335236,NDUFC1,0.03353599350584454,0.014684393
9157,CNOT2,0.07739369028920087,0.015803695,TMOD3,0.03372312194888857,0.02172958
